token,frequency
g,8
l,6
e,30
n,15
c,45
r,33
p,9
a,87
u,34
responsibly,8
sourcing,9
commodity,264
everyday,7
life,64
our,164
strategy,69
sustainable,30
future,164
page,92
sustainability,66
we,321
one,80
world,36
largest,17
globally,5
diversified,25
natural,24
resource,91
company,144
employing,2
around,51
people,39
mining,122
metallurgical,20
site,32
oil,112
production,386
asset,742
agricultural,21
facility,84
income,424
atttributable,1
equity,173
holder,53
million,1014
earnings,71
per,77
share,354
basic,10
ebit,32
us,182
total,99
borrowing,68
adjusted,129
ebitda,54
net,334
debt,111
millon,4
generated,25
operating,145
activity,238
working,59
capital,157
change,279
funds,14
operation,303
glencorecom,5
front,1
cover,21
mcarthur,1
river,2
mine,90
financial,770
review,92
lost,15
time,123
injury,33
frequency,13
rate,170
emission,91
tonne,104
co,15
scope,57
investment,243
alternative,28
performance,196
measure,102
referred,5
defined,82
specified,26
requirement,85
reporting,137
standards,16
refer,34
section,52
definition,20
reconciliation,53
note,259
statement,480
report,230
at,31
glance,2
chief,22
executive,35
officers,10
positioned,13
market,247
driver,14
model,74
looking,15
beyond,11
indicator,28
principal,79
risk,640
uncertainty,61
mineral,140
energy,94
product,154
directors,99
officer,31
chairmans,9
introduction,14
governance,48
remuneration,63
independent,71
auditors,17
member,86
plc,55
consolidated,150
comprehensive,108
position,106
cash,366
flow,140
additional,74
information,242
other,254
quarter,13
q,120
resources,50
reserve,66
active,39
every,22
stage,12
supply,109
chain,15
uniquely,6
geography,8
maximising,2
value,570
create,18
business,339
diverse,12
stakeholder,48
annual,50
secure,8
longterm,57
country,52
office,22
three,31
segment,56
agriculture,7
exploration,49
acquisition,127
development,102
extraction,9
processing,29
refining,8
blending,11
optimisation,10
delivery,39
focused,16
with,8
impressive,1
insight,7
employee,95
marketing,157
year,486
experience,43
increase,132
collahuasi,2
copper,113
concentrator,1
throughput,1
capacity,22
ktpd,1
commissioning,5
hour,13
worked,18
recordable,7
location,32
based,129
number,68
grouped,2
officeother,1
bn,36
downstream,6
related,211
high,41
quality,23
coal,262
what,5
make,40
different,24
revenue,165
region,19
noncurrent,137
highquality,2
lowcost,5
desirable,1
entrepreneurial,2
culture,24
empowered,2
decision,36
relationship,46
broad,15
base,49
supplier,22
customer,59
le,63
correlated,1
price,321
flexibility,12
economy,52
scale,24
regions,1
americas,1
geographic,7
destination,9
incorporation,8
sale,182
counterparty,37
however,35
may,231
necessarily,6
counterpartys,2
ultimate,7
parent,11
andor,36
final,16
see,191
excluding,22
advance,58
loan,98
deferred,123
tax,421
the,753
percentage,8
contribution,51
derived,20
included,84
reportfinancial,111
statementsgovernanceadditional,112
delivered,11
record,28
significant,218
return,71
shareholder,109
attractive,5
margin,46
look,9
confidence,18
sanction,27
imposed,4
deliberation,3
required,142
recapitalisation,4
main,22
subsidiary,133
new,90
code,47
introduced,8
recent,20
appearance,1
excess,28
level,105
uranium,2
cobalt,63
hydroxide,6
produced,14
resolved,4
matter,119
constructive,7
manner,14
careful,2
consideration,79
legal,47
commercial,21
option,47
obligation,123
universe,1
settled,20
dispute,19
various,79
entity,51
affiliated,3
sought,6
appropriately,11
address,16
applicable,72
concern,30
in,277
contravention,2
stabilisation,3
protection,9
afforded,1
previous,25
includes,91
immediate,9
royalty,29
taxation,23
repatriation,2
profit,138
given,36
noncompliance,13
currently,34
complying,8
protest,3
hope,1
able,23
negotiate,1
reasonable,22
resolution,21
government,35
key,207
issue,41
remain,17
willing,3
take,39
necessary,31
step,14
protect,13
right,147
early,13
july,12
glencore,39
received,94
subpoena,14
department,33
justice,18
doj,12
produce,25
document,30
respect,85
compliance,116
practices,9
act,21
money,24
laundering,12
statute,8
committee,60
comprising,19
nonexecutive,36
led,17
overseeing,4
response,32
investigation,64
ethic,8
seriously,4
cooperating,3
challenging,15
environment,47
pleased,4
reflecting,55
strength,16
commitment,56
achieved,14
result,207
marked,1
deteriorating,1
sentiment,8
well,89
specific,59
challenge,36
